movie,production_budget,profit,profit_margin,release_date,runtime_minutes,genres,director
Moneyball,56828073.38878541,155602455.96290106,2.73812654,2011-09-23,133.0,Drama,Bennett Miller
Moneyball,56828073.38878541,155602455.96290106,2.73812654,2011-09-23,133.0,Sport,Bennett Miller
Garfield: The Movie,67669931.18051879,315967478.3411911,4.66924486,2004-06-11,,,
Christmas with the Kranks,67669931.18051879,162639386.45036,2.4034217800000004,2004-11-24,,,
V for Vendetta,63406994.04761905,191140633.38010418,3.01450394,2006-03-17,,,
Outbreak,83876968.503937,348671770.373504,4.1569429200000005,1995-03-10,,War,Jared Chandler
Race to Witch Mountain,59583428.4995129,145712917.7065168,2.44552758,2009-03-13,,,
The Forgotten,67669931.18051879,181252264.93429327,2.67847568,2004-09-24,89.0,Horror,Oliver Frampton
The Forgotten,67669931.18051879,181252264.93429327,2.67847568,2004-09-24,,Drama,David Codeglia
The Forgotten,67669931.18051879,181252264.93429327,2.67847568,2004-09-24,,Western,David Codeglia
Herbie: Fully Loaded,65452380.95238095,209606490.30285716,3.2024272800000007,2005-06-22,,,
Shanghai Knights,69472010.86956522,137258707.17464674,1.9757410999999998,2003-02-07,,,
Planes: Fire and Rescue,53996223.64152474,178789462.00000003,3.3111475200000005,2014-07-18,,,
Curious George,63406994.04761905,101061520.25799108,1.59385446,2006-02-10,,,
American Reunion,55675888.74273718,271206213.4298893,4.87116092,2012-04-06,113.0,Comedy,Jon Hurwitz
American Reunion,55675888.74273718,271206213.4298893,4.87116092,2012-04-06,113.0,Comedy,Hayden Schlossberg
Hansel & Gretel: Witch Hunters,54872143.786192305,242154272.46868306,4.41306382,2013-01-25,88.0,Action,Tommy Wirkola
Hansel & Gretel: Witch Hunters,54872143.786192305,242154272.46868306,4.41306382,2013-01-25,88.0,Fantasy,Tommy Wirkola
Hansel & Gretel: Witch Hunters,54872143.786192305,242154272.46868306,4.41306382,2013-01-25,88.0,Horror,Tommy Wirkola
I am Number Four,56828073.38878541,171956744.65776056,3.02591192,2011-02-18,,,
Donât Say a Word,72178712.59175608,158050966.9924506,2.1897171799999997,2001-09-28,,,
13 Hours: The Secret Soldiers of Benghazi,53260321.57395409,76976704.9709925,1.44529178,2016-01-15,,,
Unfaithful,71055308.50472485,173185901.5766148,2.43733938,2002-05-08,,,
American Made,52149355.41775457,142796629.10527092,2.7382242400000005,2017-09-29,115.0,Action,Doug Liman
American Made,52149355.41775457,142796629.10527092,2.7382242400000005,2017-09-29,115.0,Biography,Doug Liman
American Made,52149355.41775457,142796629.10527092,2.7382242400000005,2017-09-29,115.0,Comedy,Doug Liman
Syriana,65452380.95238095,122416346.03380951,1.8703115799999999,2005-11-23,,,
Resident Evil: Apocalypse,67669931.18051879,170404812.86121756,2.51817624,2004-09-10,,,
The Book of Life,53996223.64152474,105619946.08974555,1.9560617200000001,2014-10-17,95.0,Adventure,Jorge R. Gutiérrez
The Book of Life,53996223.64152474,105619946.08974555,1.9560617200000001,2014-10-17,95.0,Animation,Jorge R. Gutiérrez
The Book of Life,53996223.64152474,105619946.08974555,1.9560617200000001,2014-10-17,95.0,Comedy,Jorge R. Gutiérrez
The Book of Life,53996223.64152474,105619946.08974555,1.9560617200000001,2014-10-17,120.0,Thriller,Menetie T. Ejeye
The Book of Life,53996223.64152474,105619946.08974555,1.9560617200000001,2014-10-17,,Family,Marco Lui
Absolute Power,79643925.23364486,79861544.29495327,1.0027324,1997-02-14,,,
Firewall,63406994.04761905,103356415.93425596,1.63004756,2006-02-10,,,
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,,Horror,Rogger Vergara Adrianzén
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,,Drama,Frank Rajah Arase
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,,Drama,Kristen Branding
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,,Comedy,Josh Klaasen
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,,,
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,128.0,Thriller,Amber Sharma
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,95.0,Action,Orkhan Bayramov
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,95.0,Adventure,Orkhan Bayramov
The Game,79643925.23364486,125256878.89100935,1.57271102,1997-09-12,95.0,Comedy,Orkhan Bayramov
G.I. Jane,79643925.23364486,73811301.12762617,0.92676624,1997-08-22,,,
Into the Storm,53996223.64152474,159862909.79489812,2.9606313,2014-08-08,67.0,Documentary,Carol Fauls
Into the Storm,53996223.64152474,159862909.79489812,2.9606313,2014-08-08,89.0,Action,Steven Quale
Into the Storm,53996223.64152474,159862909.79489812,2.9606313,2014-08-08,89.0,Adventure,Steven Quale
Into the Storm,53996223.64152474,159862909.79489812,2.9606313,2014-08-08,89.0,Drama,Steven Quale
The Judge,53996223.64152474,79092346.5625507,1.4647755199999999,2014-10-10,141.0,Crime,David Dobkin
The Judge,53996223.64152474,79092346.5625507,1.4647755199999999,2014-10-10,141.0,Drama,David Dobkin
The Judge,53996223.64152474,79092346.5625507,1.4647755199999999,2014-10-10,76.0,Documentary,Erika Cohn
Silent Hill,63406994.04761905,116271762.45715773,1.8337371799999997,2006-04-21,,,
The Replacements,74232578.39721255,66499874.63118468,0.8958314,2000-08-11,,,
The Negotiator,78422392.6380368,68716103.29155831,0.8762306400000004,1998-07-29,,,
War Dogs,53260321.57395409,84437876.31228255,1.58538052,2016-08-19,114.0,Comedy,Todd Phillips
War Dogs,53260321.57395409,84437876.31228255,1.58538052,2016-08-19,114.0,Crime,Todd Phillips
War Dogs,53260321.57395409,84437876.31228255,1.58538052,2016-08-19,114.0,Drama,Todd Phillips
Beverly Hills Cop III,86254048.58299595,192808503.29921055,2.2353559800000005,1994-05-25,,,
Gremlins 2: The New Batch,97802983.93267025,64456458.00656466,0.65904388,1990-06-15,,,
The Peacemaker,79643925.23364486,86382610.49069159,1.08461016,1997-09-26,90.0,Documentary,James Demo
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,98.0,Drama,David Matthew Weese
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,98.0,Mystery,David Matthew Weese
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,98.0,Thriller,David Matthew Weese
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,,Action,Matt Handy
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,,Drama,Matt Handy
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,,Sci-Fi,Matt Handy
Out of Time,69472010.86956522,64710307.541510865,0.9314586799999999,2003-10-03,90.0,,Arijit Lahiri
Bridget Jones: The Edge Of Reason,67669931.18051879,343895302.85413975,5.08195142,2004-11-12,,,
The Beach,74232578.39721255,43882140.3547387,0.5911439600000002,2000-02-11,,,
The Adventures of Sharkboy and Lavagirl in 3-D,65452380.95238095,76714968.5,1.1720730000000001,2005-06-10,,,
On Deadly Ground,86254048.58299595,46889280.98388666,0.5436183200000002,1994-02-18,,,
Ninja Assassin,59583428.4995129,59979986.00789141,1.0066555,2009-11-25,,,
Raising Helen,67669931.18051879,50636337.610672325,0.7482841600000002,2004-05-28,,,
The Nice Guys,53260321.57395409,48848779.790047795,0.9171702000000002,2016-05-20,116.0,Action,Shane Black
The Nice Guys,53260321.57395409,48848779.790047795,0.9171702000000002,2016-05-20,116.0,Comedy,Shane Black
The Nice Guys,53260321.57395409,48848779.790047795,0.9171702000000002,2016-05-20,116.0,Crime,Shane Black
For Love of the Game,76727791.11644658,48033561.470348135,0.6260255999999998,1999-09-17,,,
Jack Frost,78422392.6380368,30256532.278748482,0.38581496000000026,1998-12-11,,,
Marmaduke,58621867.77708478,86221884.93655758,1.4708143599999999,2010-06-04,87.0,Comedy,Tom Dey
Marmaduke,58621867.77708478,86221884.93655758,1.4708143599999999,2010-06-04,87.0,Family,Tom Dey
Striptease,81471319.31166348,157108454.63544935,1.9283897200000002,1996-06-28,,,
Hereafter,58621867.77708478,107169228.74228178,1.8281442199999998,2010-10-15,129.0,Drama,Clint Eastwood
Hereafter,58621867.77708478,107169228.74228178,1.8281442199999998,2010-10-15,129.0,Fantasy,Clint Eastwood
Hereafter,58621867.77708478,107169228.74228178,1.8281442199999998,2010-10-15,129.0,Romance,Clint Eastwood
Murder by Numbers,71055308.50472485,54738360.73013897,0.7703627200000001,2002-04-19,,,
Assassins,83876968.503937,106712533.57055119,1.2722507200000002,1995-10-06,84.0,Action,Michael Bonomo
Assassins,83876968.503937,106712533.57055119,1.2722507200000002,1995-10-06,84.0,Drama,Michael Bonomo
Assassins,83876968.503937,106712533.57055119,1.2722507200000002,1995-10-06,84.0,Thriller,Michael Bonomo
Zoolander 2,53260321.57395409,36427275.506972715,0.68394772,2016-02-12,101.0,Comedy,Ben Stiller
Defiance,59583428.4995129,37695535.88201103,0.6326513400000001,2009-01-16,,,
Hannibal Rising,61651040.31021211,71827205.41256475,1.16506072,2007-02-09,,,
The Story of Us,76727791.11644658,6445226.527130857,0.08400120000000005,1999-10-15,,,
The Host,54872143.786192305,45105727.46929262,0.82201504,2013-03-29,125.0,Action,Andrew Niccol
The Host,54872143.786192305,45105727.46929262,0.82201504,2013-03-29,125.0,Adventure,Andrew Niccol
The Host,54872143.786192305,45105727.46929262,0.82201504,2013-03-29,125.0,Drama,Andrew Niccol
The Host,54872143.786192305,45105727.46929262,0.82201504,2013-03-29,60.0,Documentary,Miranda Pennell
Basic,69472010.86956522,26674120.375663057,0.3839549200000002,2003-03-28,,,
Run All Night,53932207.39440631,46838275.4832607,0.8684657600000001,2015-03-13,114.0,Action,Jaume Collet-Serra
Run All Night,53932207.39440631,46838275.4832607,0.8684657600000001,2015-03-13,114.0,Drama,Jaume Collet-Serra
Run All Night,53932207.39440631,46838275.4832607,0.8684657600000001,2015-03-13,114.0,Thriller,Jaume Collet-Serra
Blood Work,71055308.50472485,3409282.019666493,0.047980680000000164,2002-08-09,,,
The International,59583428.4995129,34917145.119387336,0.5860210800000001,2009-02-13,,,
Escape from L.A.,81471319.31166348,1391077.1533078402,0.01707444000000001,1996-08-09,,,
Twisted,67669931.18051879,20727161.8739333,0.30629796000000004,2004-02-27,,,
The Life Aquatic with Steve Zissou,67669931.18051879,11928113.806056112,0.17626903999999996,2004-12-10,,,
The Iron Giant,76727791.11644658,6895099.981116444,0.08986443999999996,1999-08-04,,,
Hellboy,50000000.0,12629240.0,0.2525848,2019-04-12,120.0,Action,Neil Marshall
Hellboy,50000000.0,12629240.0,0.2525848,2019-04-12,120.0,Adventure,Neil Marshall
Hellboy,50000000.0,12629240.0,0.2525848,2019-04-12,120.0,Fantasy,Neil Marshall
Your Highness,56828073.38878541,-2593538.934862338,-0.04563833999999996,2011-04-08,102.0,Adventure,David Gordon Green
Your Highness,56828073.38878541,-2593538.934862338,-0.04563833999999996,2011-04-08,102.0,Comedy,David Gordon Green
Your Highness,56828073.38878541,-2593538.934862338,-0.04563833999999996,2011-04-08,102.0,Fantasy,David Gordon Green
Snowden,53260321.57395409,7422823.909756802,0.13936874000000007,2016-09-16,134.0,Biography,Oliver Stone
Snowden,53260321.57395409,7422823.909756802,0.13936874000000007,2016-09-16,134.0,Drama,Oliver Stone
Snowden,53260321.57395409,7422823.909756802,0.13936874000000007,2016-09-16,134.0,Thriller,Oliver Stone
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,,Comedy,Jeff Bemiss
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,,Drama,Jeff Bemiss
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,,Romance,Jeff Bemiss
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,84.0,Drama,Jim Sheridan
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,84.0,Mystery,Jim Sheridan
Dream House,56828073.38878541,14712226.73899147,0.25889012000000017,2011-09-30,84.0,Thriller,Jim Sheridan
Free State of Jones,53260321.57395409,-6340867.107142709,-0.11905424000000002,2016-06-24,139.0,Action,Gary Ross
Free State of Jones,53260321.57395409,-6340867.107142709,-0.11905424000000002,2016-06-24,139.0,Biography,Gary Ross
Free State of Jones,53260321.57395409,-6340867.107142709,-0.11905424000000002,2016-06-24,139.0,Drama,Gary Ross
Gamer,59583428.4995129,14939872.595179386,0.25073872,2009-09-04,92.0,Drama,Oleg Sentsov
Gamer,59583428.4995129,14939872.595179386,0.25073872,2009-09-04,,Thriller,Anoop Raj
Man of the House,65452380.95238095,-10734960.196190476,-0.16401176,2005-02-25,,,
The Life of David Gale,69472010.86956522,-1924620.6320054382,-0.027703540000000047,2003-02-21,,,
Beautiful Creatures,54872143.786192305,32632479.273848824,0.59470028,2013-02-14,124.0,Drama,Richard LaGravenese
Beautiful Creatures,54872143.786192305,32632479.273848824,0.59470028,2013-02-14,124.0,Fantasy,Richard LaGravenese
Beautiful Creatures,54872143.786192305,32632479.273848824,0.59470028,2013-02-14,124.0,Romance,Richard LaGravenese
Into the Blue,65452380.95238095,14091182.879047625,0.2152890800000001,2005-09-30,,,
Eastern Promises,61651040.31021211,28678033.16704286,0.46516706,2007-09-14,,,
Baby's Day Out,86254048.58299595,-29044929.557692304,-0.33673699999999995,1994-07-01,,,
The Messenger: The Story of Joan of Arc,76727791.11644658,-32927587.309375755,-0.42914812,1999-11-12,,,
Fair Game,83876968.503937,-20809885.951062992,-0.24810012,1995-11-03,108.0,Biography,Doug Liman
Fair Game,83876968.503937,-20809885.951062992,-0.24810012,1995-11-03,108.0,Drama,Doug Liman
Fair Game,83876968.503937,-20809885.951062992,-0.24810012,1995-11-03,108.0,Thriller,Doug Liman
Fair Game,83876968.503937,-20809885.951062992,-0.24810012,1995-11-03,,Documentary,Jeff Daniels
Drive Angry,56828073.38878541,2004457.9895527214,0.03527231999999997,2011-02-25,104.0,Action,Patrick Lussier
Drive Angry,56828073.38878541,2004457.9895527214,0.03527231999999997,2011-02-25,104.0,Fantasy,Patrick Lussier
Drive Angry,56828073.38878541,2004457.9895527214,0.03527231999999997,2011-02-25,104.0,Thriller,Patrick Lussier
Mad City,79643925.23364486,-45999024.399177566,-0.57755848,1997-11-07,,,
The Scarlet Letter,83876968.503937,-49121687.70417323,-0.5856397600000001,1995-10-13,111.0,Drama,Elizabeth Berry
The Scarlet Letter,83876968.503937,-49121687.70417323,-0.5856397600000001,1995-10-13,111.0,History,Elizabeth Berry
Domino,65452380.95238095,-21280848.099523805,-0.32513481999999994,2005-10-14,89.0,Crime,Brian De Palma
Domino,65452380.95238095,-21280848.099523805,-0.32513481999999994,2005-10-14,89.0,Thriller,Brian De Palma
Jade,83876968.503937,-50954016.98700787,-0.6074852,1995-10-13,108.0,Crime,Jess Carson
Jade,83876968.503937,-50954016.98700787,-0.6074852,1995-10-13,108.0,Drama,Jess Carson
Jade,83876968.503937,-50954016.98700787,-0.6074852,1995-10-13,,Drama,Mason Boudreau
Street Fighter: The Legend of Chun-Li,59583428.4995129,-34078684.730205044,-0.57194904,2009-02-27,,,
Death to Smoochy,71055308.50472485,-47280377.075102836,-0.66540246,2002-03-29,,,
Early Man,50905988.28387898,3617821.3914307505,0.07106868000000012,2018-02-16,89.0,Adventure,Nick Park
Early Man,50905988.28387898,3617821.3914307505,0.07106868000000012,2018-02-16,89.0,Animation,Nick Park
Early Man,50905988.28387898,3617821.3914307505,0.07106868000000012,2018-02-16,89.0,Comedy,Nick Park
The Boat That Rocked,59583428.4995129,-5374284.633764803,-0.09019763999999997,2009-11-13,,,
The Big Bounce,67669931.18051879,-49943780.52719428,-0.73804982,2004-01-30,,,
What Planet Are You From?,74232578.39721255,-55550904.848850176,-0.7483359199999999,2000-03-03,,,
Child 44,53932207.39440631,-43977884.8647692,-0.8154289800000001,2015-04-17,137.0,Crime,Daniel Espinosa
Child 44,53932207.39440631,-43977884.8647692,-0.8154289800000001,2015-04-17,137.0,Drama,Daniel Espinosa
Child 44,53932207.39440631,-43977884.8647692,-0.8154289800000001,2015-04-17,137.0,History,Daniel Espinosa
Outlander,59583428.4995129,-57895286.96989331,-0.9716676000000001,2009-01-23,,,
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,109.0,Drama,Juan Solanas
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,109.0,Fantasy,Juan Solanas
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,109.0,Romance,Juan Solanas
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,,Drama,John Shepphird
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,81.0,Drama,Ajay Singh
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,,Documentary,Lisa Tahon
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,70.0,Biography,Dong B. Kim
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,70.0,Documentary,Dong B. Kim
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,70.0,Family,Dong B. Kim
Upside Down,54872143.786192305,-25801807.15261186,-0.47021686,2013-03-15,,Comedy,Hani Sabri
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,105.0,Crime,Mikael Håfström
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,105.0,Drama,Mikael Håfström
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,105.0,Mystery,Mikael Håfström
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,120.0,Crime,Dibakar Banerjee
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,120.0,Mystery,Dibakar Banerjee
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,120.0,Thriller,Dibakar Banerjee
Shanghai,53932207.39440631,-37156759.31693085,-0.68895306,2015-10-02,120.0,Drama,
Hannibal the Conqueror,50000000.0,-50000000.0,-1.0,2020-12-31,,,
Arctic Dogs,50000000.0,-50000000.0,-1.0,2019-11-08,,,
The Rhythm Section,50000000.0,-50000000.0,-1.0,2019-11-22,,Action,Reed Morano
The Rhythm Section,50000000.0,-50000000.0,-1.0,2019-11-22,,Mystery,Reed Morano
The Rhythm Section,50000000.0,-50000000.0,-1.0,2019-11-22,,Thriller,Reed Morano
Ad Astra,49800000.0,-49800000.0,-1.0,2019-09-20,,Adventure,James Gray
Ad Astra,49800000.0,-49800000.0,-1.0,2019-09-20,,Drama,James Gray
Ad Astra,49800000.0,-49800000.0,-1.0,2019-09-20,,Mystery,James Gray
The One,70735138.33992095,97578216.7752908,1.3794871836734695,2001-11-02,,Horror,Sarah Martin
The One,70735138.33992095,97578216.7752908,1.3794871836734695,2001-11-02,89.0,Comedy,Caytha Jentis
The One,70735138.33992095,97578216.7752908,1.3794871836734695,2001-11-02,89.0,Drama,Caytha Jentis
The One,70735138.33992095,97578216.7752908,1.3794871836734695,2001-11-02,89.0,Romance,Caytha Jentis
The One,70735138.33992095,97578216.7752908,1.3794871836734695,2001-11-02,116.0,Comedy,Zhengyu Lu
Chappie,52853563.24651818,94458296.15541504,1.787169877551021,2015-03-06,120.0,Action,Neill Blomkamp
Chappie,52853563.24651818,94458296.15541504,1.787169877551021,2015-03-06,120.0,Crime,Neill Blomkamp
Chappie,52853563.24651818,94458296.15541504,1.787169877551021,2015-03-06,120.0,Drama,Neill Blomkamp
The Adventures of Ford Fairlane,95846924.25401685,-15948188.805309877,-0.16639228571428577,1990-07-11,,,
Anna Karenina,54562370.96788244,38773795.75711039,0.7106325306122451,2012-11-16,,,
Anna Karenina,54562370.96788244,38773795.75711039,0.7106325306122451,2012-11-16,129.0,Drama,Joe Wright
Anna Karenina,54562370.96788244,38773795.75711039,0.7106325306122451,2012-11-16,129.0,Romance,Joe Wright
Indiana Jones and the Last Crusade,98964000.0,1285178692.0410001,12.986325250000002,1989-05-24,,,
The Ring,68213096.16453585,467988039.8503058,6.860677291666668,2002-10-18,,,
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,122.0,Action,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,122.0,Adventure,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,122.0,Mystery,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,104.0,Adventure,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,104.0,Drama,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,104.0,Thriller,Rajesh Pillai
Traffic,71263275.26132405,422246005.178467,5.925155750000001,2000-12-27,110.0,Documentary,Pete Middleton
Panic Room,68213096.16453585,346205243.8256699,5.075348625000001,2002-03-29,,Action,G.M. Whiting
Panic Room,68213096.16453585,346205243.8256699,5.075348625000001,2002-03-29,,Drama,G.M. Whiting
Panic Room,68213096.16453585,346205243.8256699,5.075348625000001,2002-03-29,,Mystery,G.M. Whiting
Taken 3,51774919.098630056,397925684.5759418,7.685684333333334,2015-01-09,108.0,Action,Olivier Megaton
Taken 3,51774919.098630056,397925684.5759418,7.685684333333334,2015-01-09,108.0,Thriller,Olivier Megaton
The Thomas Crown Affair,73658679.47178872,223444414.4231453,3.0335110000000003,1999-08-06,,,
Instant Family,48869748.752523825,141619873.98688608,2.8979046875000005,2018-11-16,118.0,Comedy,Sean Anders
Instant Family,48869748.752523825,141619873.98688608,2.8979046875000005,2018-11-16,118.0,Drama,Sean Anders
The Bone Collector,73658679.47178872,260799572.7806723,3.540649583333334,1999-11-05,,,
Three Kings,73658679.47178872,184766769.7197119,2.508418166666667,1999-10-01,65.0,Biography,D. Tattersall
Three Kings,73658679.47178872,184766769.7197119,2.508418166666667,1999-10-01,65.0,Documentary,D. Tattersall
Three Kings,73658679.47178872,184766769.7197119,2.508418166666667,1999-10-01,65.0,Sport,D. Tattersall
Three Kings,73658679.47178872,184766769.7197119,2.508418166666667,1999-10-01,123.0,Comedy,V.K. Prakash
Tooth Fairy,56276993.06600139,146123965.20065486,2.596513375,2010-01-22,101.0,Comedy,Michael Lembeck
Tooth Fairy,56276993.06600139,146123965.20065486,2.596513375,2010-01-22,101.0,Family,Michael Lembeck
Tooth Fairy,56276993.06600139,146123965.20065486,2.596513375,2010-01-22,101.0,Fantasy,Michael Lembeck
Tooth Fairy,56276993.06600139,146123965.20065486,2.596513375,2010-01-22,86.0,Horror,Louisa Warren
Rat Race,69291564.08808583,137449122.6483456,1.983634291666667,2001-08-17,,,
3:10 to Yuma,59184998.697803624,94669785.12716672,1.599557104166667,2007-09-07,,,
K-PAX,69291564.08808583,75975717.07487297,1.0964641666666668,2001-08-13,,,
Kate and Leopold,69291564.08808583,101098169.04442126,1.4590256458333337,2001-12-25,,,
Bedazzled,71263275.26132405,119152522.86027876,1.6720045833333332,2000-10-20,,,
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,,Sport,Neil Hart
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Sophia Wang
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Rose Chang
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Johnny Clugston
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Harry Day
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Olivia Johansen
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Steve Mendoza
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Kevin Ulibarri
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Ben Olivas
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Michael Ryan Anderson
Out of Sight,75285496.93251534,105282275.4254724,1.3984403333333333,1998-06-26,60.0,Documentary,Jared Pockalny
The Cotton Club,118109104.90856592,9491646.288681433,0.08036337500000007,1984-12-14,,,
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Comedy,Tarun Sudhir
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Comedy,M.S. Sreenath
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Drama,Tarun Sudhir
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Drama,M.S. Sreenath
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Thriller,Tarun Sudhir
Rambo,56402871.76676591,127611362.00541566,2.2624976000000006,2008-01-25,144.0,Thriller,M.S. Sreenath
The Infiltrator,50597305.49525639,-12084860.703296155,-0.23884395789473686,2016-07-13,127.0,Biography,Brad Furman
The Infiltrator,50597305.49525639,-12084860.703296155,-0.23884395789473686,2016-07-13,127.0,Crime,Brad Furman
The Infiltrator,50597305.49525639,-12084860.703296155,-0.23884395789473686,2016-07-13,127.0,Drama,Brad Furman
Dick Tracy,91934804.89671004,429310994.2307881,4.6697330212765955,1990-06-15,,,
Arrival,50064702.279516846,273410830.74527407,5.461149638297872,2016-11-11,116.0,Drama,Denis Villeneuve
Arrival,50064702.279516846,273410830.74527407,5.461149638297872,2016-11-11,116.0,Mystery,Denis Villeneuve
Arrival,50064702.279516846,273410830.74527407,5.461149638297872,2016-11-11,116.0,Sci-Fi,Denis Villeneuve
Arrival,50064702.279516846,273410830.74527407,5.461149638297872,2016-11-11,,Documentary,Kirby Hammond
The Cable Guy,76583040.15296367,189121151.22235182,2.4694912978723407,1996-06-14,,,
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,60.0,Sci-Fi,Richard Reade
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Documentary,Antonio Di Trapani
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Documentary,Marco De Angelis
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Fantasy,Antonio Di Trapani
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Fantasy,Marco De Angelis
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Mystery,Antonio Di Trapani
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,64.0,Mystery,Marco De Angelis
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,3.0,Documentary,Alfred Estcourt
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,86.0,Drama,Visakesa Chandrasekaram
Earth,56008422.78954213,121293857.88792142,2.1656360212765957,2009-04-22,115.0,Documentary,Nikolaus Geyrhalter
Riding in Cars with Boys,67847989.83625071,18135487.629824966,0.2672958723404257,2001-10-19,,,
Happily N'Ever After,57951977.89159938,8351064.967300408,0.14410319148936182,2007-01-05,,,
Solaris,66791989.99444135,-24243963.257743187,-0.3629771063829787,2002-11-27,,,
Jonah Hex,55104555.710459694,-29815301.197210807,-0.5410678085106383,2010-06-18,81.0,Action,Jimmy Hayward
Jonah Hex,55104555.710459694,-29815301.197210807,-0.5410678085106383,2010-06-18,81.0,Drama,Jimmy Hayward
Jonah Hex,55104555.710459694,-29815301.197210807,-0.5410678085106383,2010-06-18,81.0,Fantasy,Jimmy Hayward
